window,timestamp,y_true,y_pred
0,2018-03-22 20:00:00,8.51200008392334,9.248146620161487
0,2018-03-22 21:00:00,8.371000289916992,9.275194685527769
0,2018-03-22 22:00:00,8.51200008392334,9.302090974922312
0,2018-03-22 23:00:00,8.371000289916992,9.328836340012149
0,2018-03-23 00:00:00,8.442000389099121,9.355431627685318
0,2018-03-23 01:00:00,8.159999847412111,9.381877680077677
0,2018-03-23 02:00:00,8.300999641418457,9.408175334599573
0,2018-03-23 03:00:00,8.722999572753906,9.434325423962353
0,2018-03-23 04:00:00,8.300999641418457,9.460328776204737
0,2018-03-23 05:00:00,8.020000457763674,9.486186214719035
0,2018-03-23 06:00:00,8.159999847412111,9.511898558277224
0,2018-03-23 07:00:00,8.230999946594237,9.537466621056865
0,2018-03-23 08:00:00,8.581999778747559,9.562891212666893
0,2018-03-23 09:00:00,8.230999946594237,9.588173138173248
0,2018-03-23 10:00:00,9.918999671936035,9.61331319812437
0,2018-03-23 11:00:00,9.98900032043457,9.638312188576545
0,2018-03-23 12:00:00,9.708000183105469,9.663170901119118
0,2018-03-23 13:00:00,10.270999908447266,9.687890122899551
0,2018-03-23 14:00:00,11.607000350952148,9.712470636648353
0,2018-03-23 15:00:00,12.522000312805176,9.736913220703865
0,2018-03-23 16:00:00,12.380999565124512,9.761218649036902
0,2018-03-23 17:00:00,12.732999801635742,9.785387691275265
0,2018-03-23 18:00:00,12.029000282287598,9.809421112728108
0,2018-03-23 19:00:00,10.833000183105469,9.833319674410175
0,2018-03-23 20:00:00,10.621999740600586,9.857084133065895
0,2018-03-23 21:00:00,9.425999641418455,9.880715241193341
0,2018-03-23 22:00:00,9.003999710083008,9.904213747068066
0,2018-03-23 23:00:00,9.28600025177002,9.92758039476679
0,2018-03-24 00:00:00,9.145000457763672,9.950815924190964
0,2018-03-24 01:00:00,9.496999740600586,9.973921071090196
0,2018-03-24 02:00:00,9.848999977111816,9.996896567085551
0,2018-03-24 03:00:00,9.28600025177002,10.019743139692721
0,2018-03-24 04:00:00,9.355999946594238,10.042461512345055
0,2018-03-24 05:00:00,9.074999809265137,10.065052404416468
0,2018-03-24 06:00:00,9.003999710083008,10.087516531244225
0,2018-03-24 07:00:00,10.621999740600586,10.109854604151584
0,2018-03-24 08:00:00,9.496999740600586,10.13206733047033
0,2018-03-24 09:00:00,9.848999977111816,10.154155413563158
0,2018-03-24 10:00:00,9.918999671936035,10.176119552845963
0,2018-03-24 11:00:00,10.270999908447266,10.197960443809972
0,2018-03-24 12:00:00,10.692999839782717,10.219678778043773
0,2018-03-24 13:00:00,10.692999839782717,10.241275243255217
0,2018-03-24 14:00:00,11.678000450134276,10.262750523293183
0,2018-03-24 15:00:00,12.732999801635742,10.284105298169246
0,2018-03-24 16:00:00,12.944000244140623,10.3053402440792
0,2018-03-24 17:00:00,13.29599952697754,10.326456033424472
0,2018-03-24 18:00:00,12.661999702453612,10.347453334833416
0,2018-03-24 19:00:00,12.029000282287598,10.368332813182482
