window,timestamp,y_true,y_pred
0,2025-08-31,232.13999938964844,232.1933975293218
0,2025-09-01,232.13999938964844,232.24679566899516
0,2025-09-02,229.72000122070312,232.30019380866852
0,2025-09-03,238.47000122070312,232.3535919483419
0,2025-09-04,239.77999877929688,232.40699008801525
1,2025-09-05,239.69000244140625,239.8352884040116
1,2025-09-06,239.69000244140625,239.89057802872634
1,2025-09-07,239.69000244140625,239.94586765344107
1,2025-09-08,237.8800048828125,240.0011572781558
1,2025-09-09,234.3500061035156,240.05644690287053
2,2025-09-10,226.7899932861328,234.4038336629474
2,2025-09-11,230.02999877929688,234.4576612223792
2,2025-09-12,234.07000732421875,234.51148878181098
2,2025-09-13,234.07000732421875,234.56531634124278
2,2025-09-14,234.07000732421875,234.61914390067457
3,2025-09-15,236.6999969482422,234.12369436763814
3,2025-09-16,238.1499938964844,234.17738141105752
3,2025-09-17,238.9900054931641,234.2310684544769
3,2025-09-18,237.8800048828125,234.2847554978963
3,2025-09-19,245.5,234.3384425413157
4,2025-09-20,245.5,245.55653947313027
4,2025-09-21,245.5,245.61307894626054
4,2025-09-22,256.0799865722656,245.66961841939082
4,2025-09-23,254.42999267578125,245.7261578925211
4,2025-09-24,252.30999755859372,245.78269736565136
5,2025-09-25,256.8699951171875,252.3682030093128
5,2025-09-26,255.4600067138672,252.42640846003187
5,2025-09-27,255.4600067138672,252.48461391075094
5,2025-09-28,255.4600067138672,252.54281936147
5,2025-09-29,254.42999267578125,252.60102481218908
