window,timestamp,y_true,y_pred
0,1990-11-20,8.300000190734863,11.468977928161621
0,1990-11-21,15.0,11.661201477050781
0,1990-11-22,12.199999809265137,11.757816314697266
0,1990-11-23,10.5,11.83336067199707
0,1990-11-24,11.100000381469727,11.89850902557373
0,1990-11-25,13.0,11.957594871520996
0,1990-11-26,12.899999618530273,12.01302433013916
1,1990-11-27,8.800000190734863,12.347221374511719
1,1990-11-28,14.699999809265137,12.35451889038086
1,1990-11-29,14.699999809265137,12.393847465515137
1,1990-11-30,12.699999809265137,12.439105987548828
1,1990-12-01,13.300000190734863,12.487072944641113
1,1990-12-02,13.199999809265137,12.536602973937988
1,1990-12-03,16.200000762939453,12.587114334106445
2,1990-12-04,17.299999237060547,14.01048469543457
2,1990-12-05,20.5,13.872291564941406
2,1990-12-06,20.200000762939453,13.851545333862305
2,1990-12-07,19.399999618530273,13.852389335632324
2,1990-12-08,15.5,13.862539291381836
2,1990-12-09,14.100000381469727,13.877608299255371
2,1990-12-10,11.0,13.89537239074707
3,1990-12-11,11.100000381469727,13.956981658935547
3,1990-12-12,14.0,14.22208309173584
3,1990-12-13,11.399999618530273,14.284171104431152
3,1990-12-14,12.5,14.31064510345459
3,1990-12-15,13.399999618530273,14.324540138244629
3,1990-12-16,13.600000381469727,14.332379341125488
3,1990-12-17,13.899999618530273,14.336831092834473
4,1990-12-18,17.200000762939453,13.67101764678955
4,1990-12-19,14.699999809265137,13.695282936096191
4,1990-12-20,15.399999618530273,13.731351852416992
4,1990-12-21,13.100000381469727,13.766373634338379
4,1990-12-22,13.199999809265137,13.799320220947266
4,1990-12-23,13.899999618530273,13.83017635345459
4,1990-12-24,10.0,13.859101295471191
5,1990-12-25,12.899999618530273,12.82736873626709
5,1990-12-26,14.600000381469727,13.114311218261719
5,1990-12-27,14.0,13.224808692932129
5,1990-12-28,13.600000381469727,13.303391456604004
5,1990-12-29,13.5,13.36829948425293
5,1990-12-30,15.699999809265137,13.425105094909668
5,1990-12-31,13.0,13.47636604309082
